article,comment,is_positive,thumbs_up,thumbs_down
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Kameralne w stylu Meghan - zaprosi wszystkie telewizje, zrobi szum że przyjmuję kasę którą odda na dzieci w afryce, wyda ksiązkę o wydarzeniu a potem przez pół roku bedzie o tym wspominane.... Ech Meghan, klasę się albo ma albo nie.",0,15,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Czarująca dziewczyna. Brawo!  
Szkoda ze zarzuciła juz aktorstwo. 
Powodzenia Ślicznotko!",1,12,2
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""",Fajnie. Ja najbliższych mam może z 10osób ,0,8,0
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Wielkie mi coś . Czterdziestka na 65 osób . Ble , ble , ble . 
U nas Rozenek po raz 12 obchodzi 40 urodziny . To jest coś .",0,0,0
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Ciekawe skąd ona weżmie rodzinę, skoro tam wszyscy są na nią poobrażani? Mamusia i mężusio, oto całą rodzina",0,3,0
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Najbliższych? Ona, on, dziecko, a reszta wycięta z kartonu? ",0,1,0
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych"""," M E G H A N  Ś L C Z N A,wszystkiego NAJ  NAJLEPSZEGO!!!!!!!!!!!!!!!!!!!!!!!",1,1,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","wystarczy popatrzeć na jej twarz , widać że to przebiegła aktorka",0,2,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Czarująca dziewczyna. Brawo!  
Szkoda ze zarzuciła juz aktorstwo. 
Powodzenia Ślicznotko!",1,12,2
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Pewnie zaprosili najbliższą rodzine babcie Elę, rodziców, rodzeństwo z rodziną, kuzynostwo. Koń by się uśmiał 🤣🤣🤣 A tak na serio, teraz ich rodziną jest oprah i jej podobne medialne dziwolągi bo rodziny już nie mają.",0,5,0
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Pewnie zaprosili najbliższą rodzine babcie Elę, rodziców, rodzeństwo z rodziną, kuzynostwo. Koń by się uśmiał 🤣🤣🤣 A tak na serio teraz ich rodziną jest oprah i jej podobne medialne dziwolągi bo rodziny już nie mają.",0,34,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""",Ja nawet nie mam 5 najbliższych...,0,7,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Kameralne w stylu Meghan - zaprosi wszystkie telewizje, zrobi szum że przyjmuję kasę którą odda na dzieci w afryce, wyda ksiązkę o wydarzeniu a potem przez pół roku bedzie o tym wspominane.... Ech Meghan, klasę się albo ma albo nie.",0,15,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""",Fajnie. Ja najbliższych mam może z 10osób ,0,8,0
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""",To ona ma jeszcze jakąś rodzinę z którą nie jest skonfliktowana?,0,11,6
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""",Co 19 latka matka dwójki dzieci (dni dna) robiła pijana o 5 rano z resztą patoli?? Tylko kierowcy szkoda!!,0,20,22
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Jej ojciec gdzieś mówił, że urodziła się w 77 roku. Jeśli to prawda, to 40 urodziny ma już za sobą.. ",0,7,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","""Wtedy scenarzystka zemściła się na aktorce, skazując ją na śmierć w kartonach..."" - Kokosimo, tylko to wcale NIE Ilona Łepkowska była autorką tego scenariusza! Ona już wtedy NIE BYŁA scenarzystką tego serialu! Kokosimo, dobrze jest wiedzieć, o czym się pisze!",0,20,0
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","""Wtedy scenarzystka zemściła się na aktorce, skazując ją na śmierć w kartonach..."" - Kokosimo, tylko to wcale NIE Ilona Łepkowska była autorką tego scenariusza! Ona już wtedy NIE BYŁA scenarzystką tego serialu! Kokosimo, dobrze jest wiedzieć, o czym się pisze!",0,19,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",Zołza nie zołza i tak nie obejrzę. Nie lubię  pani Kożuchowskiej jako aktorki. Sztuczna ciągle taka sama.,0,5,1
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","Kożuchowska to jedna z najsłabszych polskich aktorek, ten skrzecący   głos i ta sztuczność , ta sama liga co mucha .Nie oglądam!",0,4,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",Nie znoszę kożuchowskiej…nie oglądam,0,1,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",A co tam u Pawła vel Grzyba? Coś cicho.,0,1,5
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",Nie znoszę kożuchowskiej…nie oglądam,0,1,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","Kożuchowska to jedna z najsłabszych polskich aktorek, ten skrzecący   głos i ta sztuczność , ta sama liga co mucha .Nie oglądam!",0,4,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",Zołza nie zołza i tak nie obejrzę. Nie lubię  pani Kożuchowskiej jako aktorki. Sztuczna ciągle taka sama.,0,5,1
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","""Wtedy scenarzystka zemściła się na aktorce, skazując ją na śmierć w kartonach..."" - Kokosimo, tylko to wcale NIE Ilona Łepkowska była autorką tego scenariusza! Ona już wtedy NIE BYŁA scenarzystką tego serialu! Kokosimo, dobrze jest wiedzieć, o czym się pisze!",0,19,0
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","""Wtedy scenarzystka zemściła się na aktorce, skazując ją na śmierć w kartonach..."" - Kokosimo, tylko to wcale NIE Ilona Łepkowska była autorką tego scenariusza! Ona już wtedy NIE BYŁA scenarzystką tego serialu! Kokosimo, dobrze jest wiedzieć, o czym się pisze!",0,19,2
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",Kozuchowskiej lepiej w tych dłuższych włosach.,0,4,11
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",no nie pogodziły się! świat się kończy!,0,10,16
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""",Jak już nikt jej niechce skończyły się dobre czasy to teraz jest ok 🤑a Kożuchowska to taka aktorka od pokazywania się na ściance ,0,9,33
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","Trudno, jakoś trzeba było umrzeć. A że padło na kartony to powinna się cieszyć, bo z tego powodu jest o niej głośno w mediach.",0,15,23
"Małgorzata Kożuchowska i Ilona Łepkowska zakopały topór wojenny. Nakręcą wspólny film: ""Od LAT nie miałyśmy kontaktu""","WSZĘDZIE PISZĄ O 19LATCE KTÓRA ZGINĘŁA POD KOŁAMI AUTOBUSU, OSIEROCIŁA DWOJE DZIECI ,,,PYTAM CO ONA TAM ROBIŁA ,KTO OPIEKOWAŁ SIĘ DZIEĆMI GDY ONA UCZESTNICZYŁA W LIBACJI A PÓŻNIEJ W BÓJCE,CZY TAM BYŁO MIEJSCE MATKI O TEJ GODZINIE ????",0,20,50
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",Trudno nie być zazdrosną znając jego przeszłość i skłonności do innych kobiet a ona jeszcze siebie obwinia  xd,0,673,2
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",Dziewczyno więcej godności!!,0,628,5
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",Gdyby zależało jemu to nie odwróciłby się tak szybko ,0,439,4
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",Obwinianie siebie nie ma sensu. Od początku było wiadomo jak to się skończy. ,0,374,4
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Raczej powinna ogarnąć, że chlop nie jest skazany na nią, jak będzie sie meczyl to szkoda zycia i zrobi co zrobił. ",0,200,28
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Brawo dla Kuby!!Po co mial sobie zycie marnowac na klotnie??
To typ rozczeniowy , klotliwy i zawsze takie na cos zwalaja.
Jak nie na hormony to na okres jak nie na okres to na pogode a jak nie na pogode to na bol glowy itp itd.
Na poczatku pokazuja jakie sa super fajne, smieszne a jak juz poczuja sie pewnie to sie zaczyna.
Zegnac takie panny.od razu.Szkoda zycia.
Kuba cala Polska ci kibicuje a ujadaja tylko te ktorym sie ustawic za czyjac kase nie dalo.",0,0,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Nie rozumiem. Dlaczego wciąż tłumaczy się mężczyzn? Że on tego nie utrzymał, nie udźwignął. A kobieta to ma wszystko dźwigać na swoich barkach? Dzisiaj to same miękkie faje i samce beta. Ta dziewczyna jeszcze się obwinia i analizuje....",0,0,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",A emerytka wam powie że jak się chce na siłę to nic z tego nie wyjdzie. Prędzej czy później klapa. ,0,0,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Dziwne to oświadczenie. Czyżby prawnik Rzeźniczaka wkroczył do akcji? Nie zdziwiłabym się. Matka Inez też została uciszona przez prawników po tym, jak wyszło na jaw, że Rzeźniczak ma córkę. Ten facet to porażka.",0,0,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","dla niego ma być miło i przyjemnie. w momencie ciąży, kłopotów, złego nastroju daje nogę i szuka następnej, przy której będzie miło. jak 12latek.",0,3,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Przestań się obwiniać on nie wróci do Ciebie, kobieto ogarnij się skup się na dziecku ",0,2,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Co za żenująca próba zatrzymania go przy sobie. Nie udało się groźbami po pretekstem zazdrości (tzw. kat)  nie udało się potem szantażem emocjonalnym z wykorzystaniem dziecka (tzw ofiara) , to może uda się teraz biorąc na siebie rolę winowajcy (tzw wybawiciel). Klasyczny trójkąt dramatyczny - klasyczna manipulacja, zachowanie często wykorzystywane przez osoby z zaburzeniami emocjonalnymi.",0,5,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",Jak się ludzie naprawdę kochają i chcą być razem to starają się razem walczyć z problemami a nie tylko jak jest dobrze!!!! ,0,5,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""",Ona go naprawdę wciąż kocha…A on nie jest tego wart…,0,2,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Kobieta z problemami psychicznymi dodatkowo z depresją poporodową ,ludzie to naprawdę może skończyć się samobójstwem albo i zamordowaniem dziecka . ",0,3,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Za szybko to wszystko. Ciąża, burza hormonów to ciężki czas, a on tego nie wytrzymał. Być może gdyby byli ze sobą dłużej przed ciążą uczucie do niej zwyciężyłby nad ciążowymi emocjami.",0,1,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Trzeba ustalić z chłopakiem czy chce dziecko czy tylko fajne foty. Przewagą macicy nie da się ugrać. Potem żal że nie kocha, nie interesuje się, jest obojętny... No poprostu zły mąż",0,1,1
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI"""," Zwial tez od nowo narodzonego syna . To nie przez sceny zazdrości. Koleś to chyba seksoholik, bez uczuć wyższych. Sceny i scysje to żaden powód. ",0,5,0
"Magdalena Stępień WINI SIEBIE za rozstanie z Rzeźniczakiem: ""Byłam zazdrosna, dochodziło do KŁÓTNI""","Facet ma prawo odejść od kobiety ale nie od dziecka.
Całe emocje i reszta spadają zawsze na matki a wikendowi tatusie wpadają z prezentami i reszta głęboko w d... 
Powinni być zmuszani do dzielenia wszstkiego po połowie.
Ludzie myślą że kasa załatwi sprawę i alimenty wystarczą a potem męcz się z takim dzieciakiem jak ma napady złości albo bunt. Tatuś alimenty wysłał i załatwione. ",0,6,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Pamietam jak schudła, wydała o tym książkę i zarobila na tym sporo. A teraz wielce ma w d… wszystko co wcześniej mówiła i w książeczce pisała.  Dla mnie hipokryzja max level.",0,66,3
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Pani Dominiko, to nie chodzi o względy estetyczne, ale o Pani zdrowie ",0,46,8
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Nie wierze, ze jej to nie przeszkadza.",0,39,5
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Ja tam lubię szczęśliwych ludzi.  Próbowała być chuda nie dała rady i akceptuje sytuację, dlanie spoko. Jej zdrowie jej poopa i już 😁",1,34,2
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Jej mąż to karmiciel.,0,37,6
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Dominika masz prawie 200 kilo, niedługo skończą się kajaki i zostanie ci lozko lub wózek z rurka z tlenem. Jest program „moje życie z 300 kilo” i tacy ludzie zra i zra, wogole się nie ruszają. Wstają rano i mówią ze myśla tylko o śniadaniu i jak je kończą to czekają na deser a po deserze znów są głodni i zamawiają po 5 hamburgerów, ze 3 paczki frytek, cole i są w stanie zeżreć na koniec cały tort. Większość z nich jest podmywana przez rodzine lub opiekunów. Kalectwo.",0,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Mistrzostwem świata jest to że ludzi bardziej martwi to jak wygląda i co ludzie powiedza. Ludzie..... Zyjcie swoim zyciem. Zajmijcie się sobą. Nie każdy może byc szczuply i piękny i to sprawa jej a nie wasza. Kurtyna. ,0,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",otyłosc to  straszna choroba!!!!! ,0,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Całą młodośc byłam gruba, bo mam insulinooporność, dla mnie zrzucenie 1 kg to jak dla zdrowej osoby 5kg. Cwiczyłam z chodakowską, na siłowni, na basenie, spacerowałam, jadłam 5 posiłków dziennie i nic.Po 30-stce poszlam w końcu do lekarza, potem do dietetyka, zastosowałam się jota w jote do wskazań diety i ćwiczeń i zwaliłam 30 kilo, bez farmakologii. Żadne 5 posiłków dziennie, to jest dla zdrowych. Da się, nawet mimo choroby metabolicznej, wiec niech sobie chorobami gęby nie wyciera. Nawet moja przyjaciółka, chora na genetyczny reumatyzm dziecięcy, osoba niepełnosprawna, przyjmująca steryty od zawsze, gdy trzyma dietę, trzyma linię, gdy odpuszcza dietę, tyje jak balon. Wszystko zależy od stylu życia",0,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","No coz,dość ta woda taka przezroczysta.",0,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Biedak nie pękł?,0,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Pięknie to napisała . Taka prawda , jedna lubi być chuda druga grubą",1,1,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Jeśli nie przeszkadzają jej dodatkowe kilogramy i rozmiar plus się to mi tym bardziej. Niech żyje jak chce i niech korzysta z życia jak chce. Każdy życie na jedno bez względu na to co robimy, jak wyglądamy. Cieszmy się każdym dniem. ",1,0,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Jestem szczupła i atrakcyjna a nie mam w sobie tyle radości z życia co Dominika.Zazdroszczę jej.,1,2,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Jak schudła to opowiadała, jak to się fantastycznie czuje bo schudła! :D Powinna oddać kasę ludziom, którzy kupili jej książkę! ",0,4,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Otyłość to choroba nie powinna być promowana. Prowadzi do wielu chorób powinnismy dbać o swój wygląd i przede wszystkim zdrowie.,0,2,1
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Biedny flaming.,0,3,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)",Męczy mnie to nieustanne gadanie ten gruby ten chudy. Trzeba trochę się ruszać i nie jeść śmieci. Wygląd to niczyja sprawa.,0,2,0
"Dominika Gwit pływa na flamingu i odkrywa: ""Doskonale wiem, że JESTEM GRUBA! W DU*IE TO MAM"" (ZDJĘCIA)","Niby pisze,ze walka jest nierowna czyli walczy a z drugiej strony pisze,ze ma to w dupie. Cos nie tak.
Poza tym ja przytylam 6kg I czuje sie okropnie a tu jest naprawde duza otylosc. Wspolczuje jej ale mozliwosci jest mnostwo zeby schudnac tylko trzeba chciec",0,1,0
"Sylwia Bomba wychodzi z treningu do ""Tańca z Gwiazdami"" uzbrojona w telefon i torebkę Balmain (ZDJĘCIA)",instagram vs. rzeczywistość,0,140,3
"Sylwia Bomba wychodzi z treningu do ""Tańca z Gwiazdami"" uzbrojona w telefon i torebkę Balmain (ZDJĘCIA)",Kupiła sobie popularność.,0,54,2
"Sylwia Bomba wychodzi z treningu do ""Tańca z Gwiazdami"" uzbrojona w telefon i torebkę Balmain (ZDJĘCIA)",Na pozwanych zdjęciach tez żadna z niej laska. Ekspedientka z osiedlowego spożywczaka.,0,55,8
"Sylwia Bomba wychodzi z treningu do ""Tańca z Gwiazdami"" uzbrojona w telefon i torebkę Balmain (ZDJĘCIA)",Okropna ,0,48,6
"Sylwia Bomba wychodzi z treningu do ""Tańca z Gwiazdami"" uzbrojona w telefon i torebkę Balmain (ZDJĘCIA)",Kto to jest?????     ,0,37,13
